Cap_Shape,Cap_Surface,Cap_Colour,Bruises,Odour,Gill_Attachment,Gill_Spacing,Gill_Size,Gill_Colour,Stalk_Shape,Stalk_Root,Stalk_Surface_Above_Ring,Stalk_Surface_Below_Ring,Stalk_Colour_Above_Ring,Stalk_Colour_Below_Ring,Veil_Type,Veil_Colour,Ring_Number,Ring_Type,Spore_Print_Colour,Population,Habitat,Class
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Smooth,Gray,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Flat,Smooth,Buff,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,White,Red,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Convex,Smooth,Pink,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,Red,Red,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Knobbed,Smooth,Brown,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Scaly,Pink,Bruises,No Odour,Free,Closed,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Grasses,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Scaly,Purple,No Bruises,No Odour,Free,Closed,Narrow,White,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Solitary,Woods,Edible
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Smooth,Smooth,White,Pink,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Smooth,Buff,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Smooth,Brown,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,White,Red,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Brown,No Bruises,Foul,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,Pink,Pink,Partial,White,1,Evanescent,White,Several,Paths,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Brown,No Bruises,No Odour,Free,Closed,Narrow,White,Enlarging,Missing,Silky,Scaly,White,Brown,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Bell,Smooth,Buff,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Grasses,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Scaly,Purple,No Bruises,No Odour,Free,Closed,Narrow,Purple,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Solitary,Woods,Edible
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Red,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,Red,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Knobbed,Smooth,Buff,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,White,Red,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Smooth,White,Bruises,Foul,Free,Closed,Broad,Chocolate,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Several,Urban,Poisonous
Convex,Smooth,Gray,No Bruises,Creosote,Free,Closed,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,1,Pendant,Brown,Several,Woods,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Scaly,Purple,No Bruises,No Odour,Free,Closed,Narrow,Pink,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Several,Woods,Edible
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Smooth,Gray,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,Brown,No Bruises,Spicy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,White,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Red,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Silky,White,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Knobbed,Scaly,Buff,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,Red,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Flat,Scaly,Buff,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Missing,Smooth,Smooth,Red,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,White,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Smooth,White,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Smooth,White,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Flat,Smooth,Buff,Bruises,Foul,Free,Closed,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Grasses,Poisonous
Convex,Smooth,White,Bruises,Foul,Free,Closed,Broad,Chocolate,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,1,Pendant,Chocolate,Scattered,Urban,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,White,No Bruises,No Odour,Free,Closed,Narrow,Purple,Enlarging,Missing,Smooth,Fibrous,White,White,Partial,White,1,Flaring,Chocolate,Solitary,Woods,Edible
Convex,Smooth,Red,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Convex,Scaly,Brown,No Bruises,Fishy,Free,Closed,Narrow,Buff,Tapering,Missing,Silky,Smooth,Pink,White,Partial,White,1,Evanescent,White,Several,Leaves,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Fibrous,Red,Bruises,No Odour,Free,Closed,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,1,Pendant,Brown,Solitary,Woods,Edible
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Knobbed,Fibrous,Yellow,No Bruises,No Odour,Free,Closed,Narrow,White,Enlarging,Missing,Silky,Scaly,White,Brown,Partial,White,1,Evanescent,White,Several,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Grasses,Poisonous
Knobbed,Fibrous,Cinnamon,No Bruises,No Odour,Free,Crowded,Narrow,White,Enlarging,Bulbous,Fibrous,Smooth,White,Brown,Partial,White,1,Evanescent,White,Several,Leaves,Edible
Flat,Fibrous,Gray,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,1,Large,Chocolate,Solitary,Paths,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Scaly,Gray,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,1,Large,Chocolate,Several,Grasses,Poisonous
Flat,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,1,Large,Chocolate,Several,Woods,Poisonous
Convex,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Flat,Fibrous,Yellow,No Bruises,Foul,Free,Closed,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,1,Large,Chocolate,Solitary,Woods,Poisonous
Bell,Scaly,Pink,Bruises,No Odour,Free,Closed,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,2,Pendant,Green,Several,Grasses,Poisonous
Knobbed,Scaly,Pink,Bruises,No Odour,Free,Closed,Broad,Red,Enlarging,Missing,Smooth,Smooth,White,White,Partial,White,2,Evanescent,White,Clustered,Waste,Edible
Convex,Scaly,Yellow,No Bruises,Foul,Free,Closed,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,1,Large,Chocolate,Several,Paths,Poisonous
